series,family,split,method,config,seed,warmup,n,sliding_window,n_anom_eval,elapsed_s,AUC_PR,AUC_ROC,PointF1_opt,VUS_PR,VUS_ROC,precision,recall,F1,tp,fp,fn
001_NAB_id_1_Facility_tr_1007_1st_2014.csv,NAB,eva,spot,q0.001_d200,0,500,4031,6,343,0.4,0.1516017332758672,0.5226112133327968,0.1859483300008942,0.1473694195608319,0.5275762878738258,0.2658227848101265,0.0612244897959183,0.0995260663507108,21.0,58.0,322.0
002_NAB_id_2_WebService_tr_1500_1st_4106.csv,NAB,eva,spot,q0.001_d200,0,500,6000,5,637,0.1,0.240842929040156,0.6475847967431645,0.2944739466112108,0.2331808885287281,0.6483674973753605,1.0,0.0251177394034536,0.0490045941807044,16.0,0.0,621.0
003_NAB_id_3_WebService_tr_1362_1st_1462.csv,NAB,tuning,spot,q0.001_d200,0,500,15852,21,1523,0.6,0.0975772071730566,0.4606095548351174,0.1890292884329964,0.0942714710235071,0.4567812602267234,0.0876387294297742,0.4510833880499015,0.1467635120700705,687.0,7152.0,836.0
004_NAB_id_4_Facility_tr_1007_1st_1437.csv,NAB,tuning,spot,q0.001_d200,0,500,4031,50,402,0.1,0.2815642704500104,0.7797231483998989,0.4421134188483138,0.288683947390311,0.7857117699216696,0.8571428571428571,0.0149253731343283,0.0293398533007334,6.0,1.0,396.0
005_NAB_id_5_Traffic_tr_594_1st_1645.csv,NAB,eva,spot,q0.001_d200,0,500,2379,22,238,0.1,0.1319612284922932,0.5049211640780626,0.2273389120328772,0.1330184351137582,0.5134389849649074,0.6666666666666666,0.0084033613445378,0.0165975103734439,2.0,1.0,236.0
006_NAB_id_6_Traffic_tr_2579_1st_5839.csv,NAB,eva,spot,q0.001_d200,0,500,10319,125,1030,0.2,0.1323441573423097,0.5553647708355656,0.2055333516178076,0.1521588211549258,0.6283433349242916,0.117014122394082,0.1689320388349514,0.1382598331346841,174.0,1313.0,856.0
007_NAB_id_7_Traffic_tr_624_1st_2087.csv,NAB,tuning,spot,q0.001_d200,0,500,2499,5,248,0.0,0.242324418538887,0.6159763545255246,0.2579664098280443,0.2419692225207505,0.6212150194887985,1.0,0.0524193548387096,0.0996168582375478,13.0,0.0,235.0
008_NAB_id_8_Synthetic_tr_1007_1st_2734.csv,NAB,eva,spot,q0.001_d200,0,500,4031,71,402,0.3,0.1459996096471524,0.5606833203747958,0.3756937159513321,0.1587600927400884,0.5895290902969244,0.0998086734693877,0.7786069651741293,0.1769361221028829,313.0,2823.0,89.0
009_NAB_id_9_Traffic_tr_500_1st_438.csv,NAB,eva,spot,q0.001_d200,0,500,2161,128,154,0.0,0.133816166803487,0.6006105705840279,0.2189299507443752,0.1887096662353466,0.6662802857483568,0.0,0.0,0.0,0.0,0.0,154.0
010_NAB_id_10_WebService_tr_500_1st_271.csv,NAB,eva,spot,q0.001_d200,0,500,1000,142,48,0.0,0.0938040121045321,0.448377581120944,0.1806433099045104,0.1199124696111312,0.5561683451432015,0.0,0.0,0.0,0.0,0.0,48.0
008_NAB_id_8_Synthetic_tr_1007_1st_2734.csv,NAB,eva,guardgp,default,0,500,4031,71,402,5.0,0.2567711876231623,0.5266270119520646,0.3387347452138702,0.2826781150931434,0.5563142572311017,0.5081081081081081,0.2338308457711442,0.3202725724020442,94.0,91.0,308.0
011_NAB_id_11_Facility_tr_1007_1st_1526.csv,NAB,eva,spot,q0.001_d200,0,500,4031,204,474,0.4,0.4336806723230639,0.6213263051252642,0.4451683705179979,0.4566643685641561,0.678343988423354,0.6682027649769585,0.3059071729957806,0.4196816208393632,145.0,72.0,329.0
012_NAB_id_12_Synthetic_tr_1007_1st_2787.csv,NAB,tuning,spot,q0.001_d200,0,500,4031,288,513,0.2,0.0957879270614972,0.2268287610270798,0.2537069835821982,0.1186732752706725,0.3217214766501933,0.0,0.0,0.0,0.0,1.0,513.0
013_NAB_id_13_Traffic_tr_623_1st_2084.csv,NAB,eva,spot,q0.001_d200,0,500,2494,247,248,0.1,0.2366138696741281,0.573274627720504,0.2485304596971651,0.3563439224277345,0.7507417256962292,1.0,0.064516129032258,0.1212121212121212,16.0,0.0,232.0
014_NAB_id_14_WebService_tr_500_1st_1045.csv,NAB,eva,spot,q0.001_d200,0,500,1537,23,152,0.0,0.127935805883014,0.4264644662503717,0.2561056017750814,0.1356283029553348,0.4518928907537758,0.3333333333333333,0.006578947368421,0.0129032258064516,1.0,2.0,151.0
015_NAB_id_15_Synthetic_tr_1007_1st_2787.csv,NAB,eva,spot,q0.001_d200,0,500,4031,288,513,0.3,0.0957474428798202,0.2391595844039079,0.2537069835821982,0.1200968195235244,0.3359091905657024,0.0,0.0,0.0,0.0,8.0,513.0
016_NAB_id_16_Environment_tr_1816_1st_3540.csv,NAB,eva,spot,q0.001_d200,0,500,7266,23,724,0.3,0.1674359078691142,0.5798238298759513,0.2161843214344437,0.1660743019601611,0.5914983627046136,0.3381294964028777,0.0649171270718232,0.1089223638470451,47.0,92.0,677.0
017_NAB_id_17_Synthetic_tr_1007_1st_1805.csv,NAB,eva,spot,q0.001_d200,0,500,4031,100,402,0.1,0.4361623156044956,0.7420785971071457,0.609715346222232,0.4521830100072414,0.751295004018686,0.0,0.0,0.0,0.0,0.0,402.0
009_NAB_id_9_Traffic_tr_500_1st_438.csv,NAB,eva,guardgp,default,0,500,2161,128,154,3.3,0.0770392259232428,0.349679849016279,0.1696954167267923,0.0846704823688361,0.3969070231349133,0.2702702702702703,0.0649350649350649,0.1047120418848167,10.0,27.0,144.0
018_NAB_id_18_Facility_tr_500_1st_669.csv,NAB,eva,spot,q0.001_d200,0,500,1881,5,188,0.2,0.1239180384695787,0.4737341941467068,0.2612902927438761,0.1258534904604781,0.4746958832409824,0.0,0.0,0.0,0.0,6.0,188.0
019_NAB_id_19_Facility_tr_1007_1st_1171.csv,NAB,eva,spot,q0.001_d200,0,500,4031,8,400,0.1,0.2454016108320583,0.6735659533695306,0.3010335365438963,0.2406141953924793,0.6783995538777289,0.9166666666666666,0.0275,0.0533980582524271,11.0,1.0,389.0
020_NAB_id_20_Synthetic_tr_1007_1st_2679.csv,NAB,eva,spot,q0.001_d200,0,500,4031,288,621,0.2,0.1381227771699631,0.2720033644880499,0.2991304040716358,0.1676963071545579,0.3537606108305178,0.2692307692307692,0.0225442834138486,0.0416047548291233,14.0,38.0,607.0
021_NAB_id_21_WebService_tr_500_1st_565.csv,NAB,tuning,spot,q0.001_d200,0,500,1623,24,160,0.1,0.1508548634103172,0.4883696780893042,0.254572161768803,0.1595179300667803,0.5335380943210187,0.2666666666666666,0.025,0.0457142857142857,4.0,11.0,156.0
022_NAB_id_22_Facility_tr_1007_1st_2980.csv,NAB,eva,spot,q0.001_d200,0,500,4031,4,520,0.2,0.4215799313254886,0.817522609406535,0.5720063002491661,0.4208215747740406,0.819699280889072,0.4408376963350785,0.8096153846153846,0.5708474576271186,421.0,534.0,99.0
004_NAB_id_4_Facility_tr_1007_1st_1437.csv,NAB,tuning,rrcf,sh4_ts256,0,500,4031,50,402,22.4,0.1517019790791718,0.5367330811586046,0.2201622319855626,0.1546933139132469,0.5559388086875063,,,,,,
010_NAB_id_10_WebService_tr_500_1st_271.csv,NAB,eva,guardgp,default,0,500,1000,142,48,2.2,0.2871287835523534,0.6280881268436578,0.2833285334146496,0.3643208771806858,0.7660622627997054,1.0,0.0208333333333333,0.0408163265306122,1.0,0.0,47.0
023_NAB_id_23_Facility_tr_4512_1st_16551.csv,NAB,eva,spot,q0.001_d200,0,500,18049,12,1498,1.7,0.4572988049810593,0.7892455864355599,0.436094653976849,0.4552185768223735,0.7899233847609779,0.4515845070422535,0.342456608811749,0.3895216400911162,513.0,623.0,985.0
024_NAB_id_24_Synthetic_tr_1007_1st_2787.csv,NAB,eva,spot,q0.001_d200,0,500,4031,288,513,0.2,0.3224434629269269,0.4218218951398819,0.3508742178010721,0.3666405816003156,0.5218192926933365,0.6748466257668712,0.2144249512670565,0.3254437869822485,110.0,53.0,403.0
025_NAB_id_25_WebService_tr_3958_1st_4614.csv,NAB,eva,spot,q0.001_d200,0,500,15832,16,1580,0.2,0.1058752375452212,0.5105570605150183,0.1882556694170481,0.1045146425583452,0.5130310819199126,0.238095238095238,0.0031645569620253,0.0062460961898813,5.0,16.0,1575.0
026_NAB_id_26_Traffic_tr_624_1st_2261.csv,NAB,eva,spot,q0.001_d200,0,500,2499,8,238,0.1,0.1578077492442596,0.5541303403814677,0.2301886446261727,0.1534214865021291,0.5565892373231658,0.4285714285714285,0.0126050420168067,0.0244897959183673,3.0,4.0,235.0
027_NAB_id_27_Facility_tr_757_1st_2582.csv,NAB,eva,spot,q0.001_d200,0,500,3031,5,200,0.2,0.088247688308573,0.4831188331188332,0.1470574289947948,0.0859625246096153,0.4866845920956946,0.125,0.02,0.0344827586206896,4.0,28.0,196.0
028_NAB_id_28_Facility_tr_1007_1st_3447.csv,NAB,eva,spot,q0.001_d200,0,500,4031,289,430,0.2,0.2126926310410868,0.539432891115394,0.263561447103368,0.288944296086087,0.618870847578495,0.2941176470588235,0.0116279069767441,0.0223713646532438,5.0,12.0,425.0
551_YAHOO_id_1_Synthetic_tr_500_1st_893.csv,YAHOO,eva,spot,q0.001_d200,0,500,1421,105,1,0.0,1.0,1.0,0.999995000025,1.0,1.0,0.0588235294117647,1.0,0.1111111111111111,1.0,16.0,0.0
552_YAHOO_id_2_Synthetic_tr_500_1st_893.csv,YAHOO,eva,spot,q0.001_d200,0,500,1421,100,1,0.1,1.0,1.0,0.999995000025,1.0,1.0,0.0769230769230769,1.0,0.1428571428571428,1.0,12.0,0.0
555_YAHOO_id_5_WebService_tr_500_1st_730.csv,YAHOO,eva,spot,q0.001_d200,0,500,1680,24,4,0.1,0.2569175109007856,0.74468537414966,0.3999968000255998,0.2097166373213447,0.944166572228454,0.1666666666666666,0.25,0.2,1.0,5.0,3.0
558_YAHOO_id_8_WebService_tr_500_1st_1125.csv,YAHOO,eva,spot,q0.001_d200,0,500,1427,24,80,0.1,0.1265942232864855,0.7042798110979929,0.2784785379329101,0.1400127221858693,0.7244645226648206,0.0,0.0,0.0,0.0,27.0,80.0
560_YAHOO_id_10_Synthetic_tr_500_1st_893.csv,YAHOO,tuning,spot,q0.001_d200,0,500,1421,158,1,0.1,0.0011098779134295,0.0217391304347825,0.0022172727520759,0.0404580213351984,0.8281918984142599,0.0,0.0,0.0,0.0,4.0,1.0
562_YAHOO_id_12_Synthetic_tr_500_1st_893.csv,YAHOO,eva,spot,q0.001_d200,0,500,1421,126,1,0.0,1.0,1.0,0.999995000025,1.0,1.0,0.1111111111111111,1.0,0.1999999999999999,1.0,8.0,0.0
568_YAHOO_id_18_WebService_tr_500_1st_333.csv,YAHOO,tuning,spot,q0.001_d200,0,500,1680,24,1,0.1,0.0196078431372549,0.9575911789652248,0.0384611612463031,0.0306861867487744,0.9687804799501936,0.0,0.0,0.0,0.0,0.0,1.0
570_YAHOO_id_20_Synthetic_tr_500_1st_658.csv,YAHOO,eva,spot,q0.001_d200,0,500,1421,135,4,0.0,0.0044045232522086,0.4081243184296619,0.012598300007444,0.080645333849249,0.795109927443706,0.0,0.0,0.0,0.0,1.0,4.0
571_YAHOO_id_21_Synthetic_tr_500_1st_623.csv,YAHOO,eva,spot,q0.001_d200,0,500,1421,35,9,0.0,1.0,1.0,0.999995000025,1.0,1.0,0.9,1.0,0.9473684210526316,9.0,1.0,0.0
573_YAHOO_id_23_Synthetic_tr_500_1st_623.csv,YAHOO,tuning,spot,q0.001_d200,0,500,1421,35,9,0.0,1.0,1.0,0.999995000025,1.0,1.0,0.9,1.0,0.9473684210526316,9.0,1.0,0.0
011_NAB_id_11_Facility_tr_1007_1st_1526.csv,NAB,eva,guardgp,default,0,500,4031,204,474,5.1,0.4792413344642404,0.6664782632099808,0.4693211839321012,0.5099031467128573,0.726347354408818,0.9782608695652174,0.2848101265822785,0.4411764705882353,135.0,3.0,339.0
579_YAHOO_id_29_WebService_tr_500_1st_1342.csv,YAHOO,eva,spot,q0.001_d200,0,500,1680,24,1,0.1,1.0,1.0,0.999995000025,1.0,1.0,0.0909090909090909,1.0,0.1666666666666666,1.0,10.0,0.0
583_YAHOO_id_33_WebService_tr_500_1st_1616.csv,YAHOO,tuning,spot,q0.001_d200,0,500,1680,24,1,0.1,1.0,1.0,0.999995000025,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
603_YAHOO_id_53_Synthetic_tr_500_1st_893.csv,YAHOO,eva,spot,q0.001_d200,0,500,1421,4,1,0.0,1.0,1.0,0.999995000025,1.0,1.0,0.1428571428571428,1.0,0.25,1.0,6.0,0.0
643_YAHOO_id_93_WebService_tr_500_1st_1038.csv,YAHOO,tuning,spot,q0.001_d200,0,500,1680,24,1,0.0,0.0060240963855421,0.8600508905852418,0.0119759288620244,0.0060240963855421,0.8617472434266324,0.0,0.0,0.0,0.0,0.0,1.0
644_YAHOO_id_94_WebService_tr_500_1st_1078.csv,YAHOO,eva,spot,q0.001_d200,0,500,1435,24,75,0.0,0.1517008945740017,0.7805271317829456,0.3509585827957866,0.1584799934529489,0.7805357255562426,0.0,0.0,0.0,0.0,6.0,75.0
645_YAHOO_id_95_WebService_tr_500_1st_1047.csv,YAHOO,eva,spot,q0.001_d200,0,500,1680,24,1,0.1,1.0,1.0,0.999995000025,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,2.0,0.0
649_YAHOO_id_99_WebService_tr_500_1st_1386.csv,YAHOO,eva,spot,q0.001_d200,0,500,1680,168,1,0.0,1.0,1.0,0.999995000025,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
657_YAHOO_id_107_WebService_tr_500_1st_1260.csv,YAHOO,eva,spot,q0.001_d200,0,500,1440,4,1,0.0,1.0,1.0,0.999995000025,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
658_YAHOO_id_108_Synthetic_tr_500_1st_893.csv,YAHOO,eva,spot,q0.001_d200,0,500,1421,125,1,0.0,1.0,1.0,0.999995000025,1.0,1.0,0.0052356020942408,1.0,0.0104166666666666,1.0,190.0,0.0
672_YAHOO_id_122_WebService_tr_500_1st_857.csv,YAHOO,eva,spot,q0.001_d200,0,500,1680,24,1,0.0,0.5,0.9991518235793044,0.6666622222518517,0.2,0.997879558948262,0.0,0.0,0.0,0.0,0.0,1.0
680_YAHOO_id_130_Synthetic_tr_500_1st_893.csv,YAHOO,eva,spot,q0.001_d200,0,500,1421,118,1,0.1,1.0,1.0,0.999995000025,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
689_YAHOO_id_139_WebService_tr_500_1st_1073.csv,YAHOO,eva,spot,q0.001_d200,0,500,1680,24,1,0.1,1.0,1.0,0.999995000025,1.0,1.0,0.1666666666666666,1.0,0.2857142857142857,1.0,5.0,0.0
693_YAHOO_id_143_WebService_tr_500_1st_1003.csv,YAHOO,eva,spot,q0.001_d200,0,500,1427,24,2,0.1,1.0,1.0,0.999995000025,0.625,0.9991891891891892,0.4,1.0,0.5714285714285715,2.0,3.0,0.0
701_YAHOO_id_151_Synthetic_tr_500_1st_893.csv,YAHOO,eva,spot,q0.001_d200,0,500,1421,156,1,0.0,1.0,1.0,0.999995000025,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.0
723_YAHOO_id_173_WebService_tr_500_1st_1214.csv,YAHOO,eva,spot,q0.001_d200,0,500,1420,48,2,0.1,1.0,1.0,0.999995000025,0.7448979591836735,0.999444222133298,0.0588235294117647,1.0,0.1111111111111111,2.0,32.0,0.0
724_YAHOO_id_174_WebService_tr_500_1st_1030.csv,YAHOO,eva,spot,q0.001_d200,0,500,1680,24,5,0.1,0.6220880681818182,0.9504680851063828,0.7499953125292966,0.3442314805486204,0.978563551242976,0.75,0.6,0.6666666666666665,3.0,1.0,2.0
734_YAHOO_id_184_WebService_tr_500_1st_768.csv,YAHOO,eva,spot,q0.001_d200,0,500,1424,23,227,0.1,0.956172525360274,0.9742698411695182,0.924523326944713,0.9647991681206216,0.9825674077607868,0.9949238578680204,0.8634361233480177,0.9245283018867924,196.0,1.0,31.0
741_YAHOO_id_191_WebService_tr_500_1st_1114.csv,YAHOO,eva,spot,q0.001_d200,0,500,1680,24,2,0.0,0.625,0.997453310696095,0.6666622222518517,0.4000000000000001,0.9961799660441424,1.0,0.5,0.6666666666666666,1.0,0.0,1.0
755_YAHOO_id_205_Synthetic_tr_500_1st_893.csv,YAHOO,eva,spot,q0.001_d200,0,500,1421,125,1,0.1,1.0,1.0,0.999995000025,1.0,1.0,0.1,1.0,0.1818181818181818,1.0,9.0,0.0
762_YAHOO_id_212_WebService_tr_500_1st_1055.csv,YAHOO,eva,spot,q0.001_d200,0,500,1680,24,2,0.1,0.0052664576802507,0.7062818336162988,0.0136051737754833,0.0071335858559455,0.646270623305477,0.0,0.0,0.0,0.0,11.0,2.0
780_YAHOO_id_230_Synthetic_tr_500_1st_893.csv,YAHOO,eva,spot,q0.001_d200,0,500,1421,154,1,0.0,0.5,0.9989130434782608,0.6666622222518517,0.2771909160339872,0.9978851247948822,0.5,1.0,0.6666666666666666,1.0,1.0,0.0
788_YAHOO_id_238_WebService_tr_500_1st_973.csv,YAHOO,eva,spot,q0.001_d200,0,500,1680,24,1,0.0,0.015625,0.9465648854961832,0.0307689278136338,0.0149253731343283,0.9457167090754872,0.0,0.0,0.0,0.0,0.0,1.0
797_YAHOO_id_247_Synthetic_tr_500_1st_893.csv,YAHOO,eva,spot,q0.001_d200,0,500,1421,158,1,0.0,0.0011074197120708,0.0195652173913043,0.0022123672813312,0.11375897709286,0.9564370506023038,0.0,0.0,0.0,0.0,1.0,1.0
806_YAHOO_id_256_Synthetic_tr_500_1st_893.csv,YAHOO,eva,spot,q0.001_d200,0,500,1421,118,1,0.1,0.0013071895424836,0.1695652173913043,0.0026109399821268,0.029106868713117,0.8449911354743905,0.0,0.0,0.0,0.0,0.0,1.0
807_YAHOO_id_257_WebService_tr_500_1st_1210.csv,YAHOO,eva,spot,q0.001_d200,0,500,1424,24,17,0.1,0.388970505823108,0.9682858810558402,0.3846108580414399,0.7269498595183228,0.9904194026953156,0.0413625304136253,1.0,0.0794392523364486,17.0,394.0,0.0
007_NAB_id_7_Traffic_tr_624_1st_2087.csv,NAB,tuning,rrcf,sh4_ts256,0,500,2499,5,248,10.5,0.2135406226024837,0.5775040990401797,0.241549909678563,0.204622537761125,0.5807634165340345,,,,,,
001_NAB_id_1_Facility_tr_1007_1st_2014.csv,NAB,eva,spot,q0.0001_d50,0,500,4031,6,343,0.5,0.1533338866034693,0.5241713641900567,0.1851481464459531,0.1483175456009867,0.5286315103834863,0.5483870967741935,0.0495626822157434,0.0909090909090909,17.0,14.0,326.0
002_NAB_id_2_WebService_tr_1500_1st_4106.csv,NAB,eva,spot,q0.0001_d50,0,500,6000,5,637,0.1,0.3504984377363871,0.6108968144748527,0.3433337363557743,0.3482776742181769,0.6117410227688618,1.0,0.1271585557299843,0.2256267409470752,81.0,0.0,556.0
003_NAB_id_3_WebService_tr_1362_1st_1462.csv,NAB,tuning,spot,q0.0001_d50,0,500,15852,21,1523,0.2,0.0850484764483705,0.3841295854197363,0.1869320211798877,0.084881245040531,0.3253516340586047,0.1029329608938547,0.9678266579120156,0.1860758694691661,1474.0,12846.0,49.0
004_NAB_id_4_Facility_tr_1007_1st_1437.csv,NAB,tuning,spot,q0.0001_d50,0,500,4031,50,402,0.1,0.2408269381103711,0.7422602551321373,0.3836339119530195,0.2446649962275136,0.7568364294378762,1.0,0.0099502487562189,0.0197044334975369,4.0,0.0,398.0
005_NAB_id_5_Traffic_tr_594_1st_1645.csv,NAB,eva,spot,q0.0001_d50,0,500,2379,22,238,0.1,0.1546438569887858,0.5108332181135709,0.2306878596273437,0.154824341166553,0.5209236800409132,0.0,0.0,0.0,0.0,0.0,238.0
012_NAB_id_12_Synthetic_tr_1007_1st_2787.csv,NAB,tuning,guardgp,default,0,500,4031,288,513,5.6,0.119163607566948,0.3991063366390351,0.2542182340557089,0.1622019333146039,0.5209588063790199,0.0217391304347826,0.0019493177387914,0.0035778175313059,1.0,45.0,512.0
006_NAB_id_6_Traffic_tr_2579_1st_5839.csv,NAB,eva,spot,q0.0001_d50,0,500,10319,125,1030,0.4,0.1001081943556458,0.5028099444694217,0.1959033621882041,0.1233072906051906,0.5779777906051247,0.0763888888888889,0.0106796116504854,0.0187393526405451,11.0,133.0,1019.0
007_NAB_id_7_Traffic_tr_624_1st_2087.csv,NAB,tuning,spot,q0.0001_d50,0,500,2499,5,248,0.1,0.2389258727788427,0.5584781046775116,0.2280952191394571,0.2359927626069656,0.5631059184284036,1.0,0.0241935483870967,0.0472440944881889,6.0,0.0,242.0
008_NAB_id_8_Synthetic_tr_1007_1st_2734.csv,NAB,eva,spot,q0.0001_d50,0,500,4031,71,402,0.5,0.2822036208371372,0.5858236780304296,0.2933607924208951,0.3050130980283568,0.6194830883687334,0.1432777232580961,0.36318407960199,0.2054890921885996,146.0,873.0,256.0
009_NAB_id_9_Traffic_tr_500_1st_438.csv,NAB,eva,spot,q0.0001_d50,0,500,2161,128,154,0.0,0.4072022464764961,0.7342639112712105,0.4131415345668127,0.4760235966056625,0.7933319220407445,0.0,0.0,0.0,0.0,0.0,154.0
010_NAB_id_10_WebService_tr_500_1st_271.csv,NAB,eva,spot,q0.0001_d50,0,500,1000,142,48,0.0,0.4034045459016683,0.6199760324483775,0.4411723183781799,0.4333593992464046,0.7094852070829265,0.0,0.0,0.0,0.0,0.0,48.0
011_NAB_id_11_Facility_tr_1007_1st_1526.csv,NAB,eva,spot,q0.0001_d50,0,500,4031,204,474,0.5,0.4680308025207594,0.6754160403804508,0.4499961580406142,0.4956798798309166,0.7297014985371624,0.9714285714285714,0.2869198312236287,0.4429967426710097,136.0,4.0,338.0
012_NAB_id_12_Synthetic_tr_1007_1st_2787.csv,NAB,tuning,spot,q0.0001_d50,0,500,4031,288,513,0.3,0.1044665711567431,0.3313433240711675,0.2538477514718497,0.1386655690369439,0.4426691151809681,0.0,0.0,0.0,0.0,13.0,513.0
013_NAB_id_13_Traffic_tr_623_1st_2084.csv,NAB,eva,guardgp,default,0,500,2494,247,248,3.9,0.2738759921684026,0.5962453349591693,0.2681000545464774,0.4098398374708136,0.7734548685409167,0.9090909090909092,0.0806451612903225,0.1481481481481481,20.0,2.0,228.0
013_NAB_id_13_Traffic_tr_623_1st_2084.csv,NAB,eva,spot,q0.0001_d50,0,500,2494,247,248,0.1,0.4703252708120704,0.756883244651369,0.5057422248063913,0.5873331188706645,0.8791975920299738,0.0,0.0,0.0,0.0,0.0,248.0
014_NAB_id_14_WebService_tr_500_1st_1045.csv,NAB,eva,spot,q0.0001_d50,0,500,1537,23,152,0.0,0.1292763393222662,0.4376895628902765,0.2568470510614274,0.1360300233140795,0.4600204340567262,0.5,0.006578947368421,0.0129870129870129,1.0,1.0,151.0
015_NAB_id_15_Synthetic_tr_1007_1st_2787.csv,NAB,eva,spot,q0.0001_d50,0,500,4031,288,513,0.2,0.1312213599532946,0.449118802454926,0.2550716759937004,0.1741717968533972,0.5488497514052689,0.0,0.0,0.0,0.0,0.0,513.0
016_NAB_id_16_Environment_tr_1816_1st_3540.csv,NAB,eva,spot,q0.0001_d50,0,500,7266,23,724,0.4,0.1555820609866835,0.597971199760059,0.2330143703965278,0.160479674279118,0.6084078352162736,0.1627906976744186,0.0193370165745856,0.0345679012345679,14.0,72.0,710.0
017_NAB_id_17_Synthetic_tr_1007_1st_1805.csv,NAB,eva,spot,q0.0001_d50,0,500,4031,100,402,0.1,0.2200322121914988,0.5196886294001389,0.2133314275725803,0.221751131755623,0.5506904824297324,0.0,0.0,0.0,0.0,0.0,402.0
018_NAB_id_18_Facility_tr_500_1st_669.csv,NAB,eva,spot,q0.0001_d50,0,500,1881,5,188,0.1,0.11581100683803,0.3567396693477912,0.2396409754991257,0.1181543685349271,0.363743883059248,0.0,0.0,0.0,0.0,3.0,188.0
019_NAB_id_19_Facility_tr_1007_1st_1171.csv,NAB,eva,spot,q0.0001_d50,0,500,4031,8,400,0.1,0.1838273440754047,0.6008603481315874,0.2474309147601155,0.1792810207696178,0.6046265814581037,1.0,0.01,0.0198019801980198,4.0,0.0,396.0
020_NAB_id_20_Synthetic_tr_1007_1st_2679.csv,NAB,eva,spot,q0.0001_d50,0,500,4031,288,621,0.2,0.1424172180448834,0.3480020585354516,0.2991304040716358,0.2270236914846702,0.4801238194457471,0.0607734806629834,0.0354267310789049,0.0447609359104781,22.0,340.0,599.0
014_NAB_id_14_WebService_tr_500_1st_1045.csv,NAB,eva,guardgp,default,0,500,1537,23,152,3.1,0.1380772297200306,0.4533526613143027,0.2565378480709109,0.1468648416808319,0.4783178438102782,0.1428571428571428,0.006578947368421,0.0125786163522012,1.0,6.0,151.0
021_NAB_id_21_WebService_tr_500_1st_565.csv,NAB,tuning,spot,q0.0001_d50,0,500,1623,24,160,0.2,0.1435437893996486,0.4607930944963655,0.2499978125191404,0.1520859833927604,0.5044621277878873,0.6666666666666666,0.0125,0.0245398773006135,2.0,1.0,158.0
022_NAB_id_22_Facility_tr_1007_1st_2980.csv,NAB,eva,spot,q0.0001_d50,0,500,4031,4,520,0.3,0.4231720652887694,0.8239439363359988,0.5720063002491661,0.4224315992903332,0.8261863312637443,0.4422268907563025,0.8096153846153846,0.5720108695652174,421.0,531.0,99.0
023_NAB_id_23_Facility_tr_4512_1st_16551.csv,NAB,eva,spot,q0.0001_d50,0,500,18049,12,1498,3.4,0.0941426079719461,0.503543112204348,0.1690752177096319,0.0947027357023335,0.5043448623755407,0.0720221606648199,0.0173564753004005,0.0279720279720279,26.0,335.0,1472.0
024_NAB_id_24_Synthetic_tr_1007_1st_2787.csv,NAB,eva,spot,q0.0001_d50,0,500,4031,288,513,0.3,0.3546655261906387,0.5346407584383239,0.3478232136343221,0.3936790347183298,0.6291810260106384,0.9908256880733946,0.2105263157894736,0.3472668810289389,108.0,1.0,405.0
025_NAB_id_25_WebService_tr_3958_1st_4614.csv,NAB,eva,spot,q0.0001_d50,0,500,15832,16,1580,0.2,0.1134400526229426,0.4994619424746504,0.1868654956778776,0.1124754125586391,0.5023476825540776,0.75,0.0018987341772151,0.0037878787878787,3.0,1.0,1577.0
026_NAB_id_26_Traffic_tr_624_1st_2261.csv,NAB,eva,spot,q0.0001_d50,0,500,2499,8,238,0.1,0.1482450451353005,0.5486772221665498,0.224163947206339,0.1430527648263053,0.5508777268637884,1.0,0.0126050420168067,0.0248962655601659,3.0,0.0,235.0
027_NAB_id_27_Facility_tr_757_1st_2582.csv,NAB,eva,spot,q0.0001_d50,0,500,3031,5,200,0.1,0.1280174216450164,0.5417428142428142,0.1937457032202914,0.1280535797702904,0.5449095581105416,0.4,0.03,0.055813953488372,6.0,9.0,194.0
028_NAB_id_28_Facility_tr_1007_1st_3447.csv,NAB,eva,spot,q0.0001_d50,0,500,4031,289,430,0.2,0.1481261556134523,0.5490483189968727,0.250341970493431,0.1973737003195272,0.6436716558181892,0.2307692307692307,0.0069767441860465,0.0135440180586907,3.0,10.0,427.0
551_YAHOO_id_1_Synthetic_tr_500_1st_893.csv,YAHOO,eva,spot,q0.0001_d50,0,500,1421,105,1,0.1,0.0017241379310344,0.3706521739130435,0.003442306427922,0.0156804834712642,0.8420023771301336,0.0,0.0,0.0,0.0,0.0,1.0
015_NAB_id_15_Synthetic_tr_1007_1st_2787.csv,NAB,eva,guardgp,default,0,500,4031,288,513,5.8,0.1326018651151176,0.4641423712436234,0.2537069835821982,0.1899512866757596,0.5810934957111985,0.0212765957446808,0.0019493177387914,0.0035714285714285,1.0,46.0,512.0
