Time(s),joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_7,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,tau_5,tau_residual_5,tau_residual_raw_5,diff_5,anomaly_5
3.851077884,0.0405729728293093,-0.630630039,-0.02677702,-2.122548427,-0.030500955,1.515771935234103,-0.103050982,-0.00024557,0.0006476334684473,-0.000280022,0.0014624857829119,0.0009319959719041,-0.001989291,-8.36e-05,-0.316601947,-0.316601947,-0.321305924,0.004703977000000026,0
3.854139258,0.0405771019369688,-0.630630786,-0.026771096,-2.122543553,-0.030501608,1.51576185206012,-0.10304761,0.0015583585869057,-0.000443698,0.0007347691980643,0.0016364824634883,-0.000600951,-0.003744271,0.0008696400989088,-0.325896615,-0.325896615,-0.781335347,0.45543873199999996,0
3.855804534,0.0405752078440948,-0.630625557,-0.026772634,-2.122540207,-0.030501276,1.5157584013373224,-0.103044728,0.0009888718123897,0.0003154639152926,0.0001407359985908,0.001773320618605,0.0004702095305722,-0.002459309,0.0010631024285549,-0.335174412,-0.335174412,-0.789786427,0.45461201500000004,0
3.857466107,0.040573052062169,-0.630621862,-0.026778075,-2.12253608,-0.030500491,1.5157547364279187,-0.103046886,-0.000127433,0.0012814338396665,-0.001203386,0.0023712714826341,0.0005906200221475,-0.003514354,-0.000189801,-0.34478601,-0.34478601,-0.815754349,0.470968339,0
3.859164139,0.0405741105445841,-0.630620916,-0.026773131,-2.122534754,-0.030506055,1.515749520723043,-0.10304678,-0.000696233,0.0003346966339359,0.001039649746805,0.0017579522573124,-0.001502358,-0.003015946,-0.000531096,-0.353914489,-0.353914489,-0.801209958,0.44729546900000006,0
3.860774517,0.0405744184338226,-0.630621874,-0.026773933,-2.122525405,-0.03050159,1.5157414395489204,-0.103042254,-0.001027988,7.9023345035478e-05,0.0004642822021736,0.0036577399672872,0.0001907709842352,-0.00346471,0.0002601071057948,-0.36317402,-0.36317402,-0.816891031,0.45371701100000006,0
3.862164051,0.0405761566119904,-0.630623519,-0.026775833,-2.122526854,-0.030501353,1.5157399713891466,-0.103047613,0.0001328669731642,-0.001519751,-0.000408511,0.0023347473695392,-0.000590978,-0.003645605,-0.002054508,-0.372427446,-0.372427446,-0.825845286,0.45341783999999996,0
3.863709335,0.0405802968221993,-0.630614369,-0.026776627,-2.122523508,-0.030501248,1.515728616528585,-0.103052497,0.0009447377296765,0.0020260156709152,-0.000932743,0.0018438024273964,0.0002507580096485,-0.003457908,-0.002928893,-0.381479188,-0.381479188,-0.825014583,0.44353539499999994,0
3.865297293,0.0405788771951075,-0.630613626,-0.026776038,-2.122522524,-0.030499724,1.515727704390322,-0.103050198,0.0007376265723522,0.0014926042016336,6.27977115410672e-05,0.002093539959917,-0.000243205,-0.00315108,-0.001745838,-0.390691795,-0.390691795,-0.842109525,0.45141773,0
3.866672998,0.0405762483088804,-0.630611537,-0.026775939,-2.122519264,-0.030500478,1.5157215812019154,-0.103049926,0.0002976430698236,0.0014162357972332,-0.000476021,0.0023733505040108,-0.000167593,-0.003342836,-0.001194448,-0.399747616,-0.399747616,-0.843482847,0.443735231,0
3.86837522,0.0405766140754187,-0.630612681,-0.026775809,-2.122518449,-0.03049972,1.515717089262934,-0.103049882,0.0001035130918495,0.0005688973133799,-0.000463614,0.0017366486056267,0.0003559235469688,-0.003185612,-0.000943666,-0.408869187,-0.408869187,-0.855826185,0.44695699799999994,0
3.870527653,0.0405793505883676,-0.630608571,-0.02677482,-2.122517011,-0.030501512,1.515709683779229,-0.103042795,0.0016875534707158,0.0018410257365113,0.0012814497015813,0.0010522957638511,-0.001154907,-0.003006284,0.0010965123254497,-0.415538615,-0.415538615,-0.742340562,0.326801947,0
3.872188109,0.0405869075932998,-0.630611299,-0.026762109,-2.122510319,-0.030489562,1.5157011836126844,-0.103044798,0.0030628177816186,0.0001418811712742,0.0042662299322341,0.0027705259906872,0.0041094768288706,-0.003356025,0.001481491548502,-0.420309522,-0.420309522,-0.654083989,0.23377446699999999,0
3.87389522,0.040591427015552,-0.630602959,-0.026733856,-2.122509316,-0.030466067,1.5156988510426015,-0.103047794,0.003009966967066,0.0024026380513899,0.0094603316630796,0.0010127036651012,0.0085837644785703,-0.002967699,-0.000227449,-0.423520256,-0.423520256,-0.580846182,0.15732592600000006,0
3.875370451,0.0405955226213775,-0.630608139,-0.026719077,-2.122510842,-0.030450301,1.5156970782032648,-0.103045468,0.0022275397405315,-0.000200152,0.0104739713068332,0.000613952264857,0.0109109217560871,-0.003735528,0.0006528314367456,-0.426270786,-0.426270786,-0.561046796,0.13477600999999995,0
3.876921323,0.0406083253455724,-0.630609744,-0.026672578,-2.122511469,-0.030418099,1.515687165066001,-0.103045223,0.0042923587592757,-0.001062493,0.0174189349440481,-0.000808672,0.0147064835885391,-0.004264152,0.0015603406867922,-0.42621748,-0.42621748,-0.423605475,0.002612004999999973,0
3.879384419,0.0406205066848856,-0.630605211,-0.026628382,-2.122509014,-0.030368158,1.515682089633498,-0.103046302,0.0041848414677011,0.0005166796070159,0.0195334815828156,0.0002325870079342,0.0194954556139094,-0.00412878,0.0001701576459372,-0.424888751,-0.424888751,-0.359781009,0.06510774200000002,0
3.883617625,0.0406909588961846,-0.630598937,-0.026495987,-2.122511192,-0.030180314,1.5156675549705385,-0.103050996,0.0127448107712786,0.0005529254353219,0.0251637871073152,-0.00124494,0.0352840705627949,-0.003485479,-0.001676232,-0.422697932,-0.422697932,-0.315347793,0.10735013900000001,0
3.888780935,0.040810446849692,-0.630585699,-0.026371537,-2.12250932,-0.029928922,1.5156496100541377,-0.103043701,0.0246054452033981,0.0021028266099856,0.0250987565942788,0.0004962447974883,0.0480299890869438,-0.003083506,0.0015606935024763,-0.419270736,-0.419270736,-0.251338127,0.16793260899999995,0
3.893100397,0.0409316648125951,-0.630581257,-0.026291435,-2.12251234,-0.029684294,1.5156359439430689,-0.103044466,0.0292040023809391,0.0016560681914007,0.0212976737026283,-0.00109064,0.0593666296733637,-0.003735893,0.0008646191917271,-0.415500098,-0.415500098,-0.230738877,0.18476122099999998,0
3.89729498,0.041071627396372,-0.630578484,-0.026229381,-2.122508336,-0.029397753,1.5156236029357113,-0.103046886,0.0338214910671076,-0.000103711,0.0165237093404978,0.0010483780249195,0.0692515345382776,-0.003829008,0.0012449771929775,-0.412803021,-0.412803021,-0.280646219,0.13215680200000002,0
3.901666894,0.0412550122399591,-0.630574918,-0.026158144,-2.122508081,-0.02901038,1.515602673829722,-0.103050056,0.0356297853160749,-0.000503146,0.014572599671764,0.0004689918718242,0.076304237519013,-0.003724502,-0.000951903,-0.408195815,-0.408195815,-0.182442725,0.22575309000000002,0
3.906501032,0.0413976203735723,-0.630574082,-0.026098267,-2.122507934,-0.028688576,1.5155906176382752,-0.103049085,0.0351609307546668,0.0002943356513522,0.015594850634488,-0.000333582,0.0809652407684622,-0.003241486,-0.001207255,-0.404484417,-0.404484417,-0.222625924,0.18185849299999998,0
3.910756658,0.0415817577166959,-0.630572359,-0.026002711,-2.122500738,-0.028281512,1.515581645746056,-0.103046743,0.0368739928279315,0.0017639750363205,0.0199892424566196,0.0006573921051464,0.0802868684813609,-0.001408374,-0.000495284,-0.398999509,-0.398999509,-0.130239036,0.26876047299999994,0
3.915015077,0.0417342788468938,-0.630569351,-0.025902022,-2.122494868,-0.027950217,1.515571242299907,-0.103049358,0.0389023748269787,0.0016797096573215,0.0247850553713815,0.0002313359113719,0.0837568677439952,-0.001622048,-0.000594852,-0.39383781,-0.39383781,-0.140914552,0.25292325800000004,0
3.919375538,0.0418838330320807,-0.630561925,-0.025785171,-2.122489897,-0.027621277,1.5155627520749064,-0.103050521,0.0380912189705546,0.0021590542512021,0.0288780817452552,-0.000185095,0.0828839303120407,-0.002022489,-0.000806825,-0.388555103,-0.388555103,-0.129702442,0.25885266100000004,0
3.92371721,0.0420860164319184,-0.63055443,-0.025602332,-2.122481496,-0.027213002,1.51555164773251,-0.103046779,0.0389086810225769,0.0024178729809309,0.034518072853003,0.0017946723598532,0.0809090453181418,-0.00281619,-8.81e-06,-0.381800498,-0.381800498,-0.050824841,0.330975657,0
3.927899919,0.0422533938318737,-0.630553153,-0.025452528,-2.122480959,-0.02688629,1.515544429815557,-0.103051848,0.0407282127035457,0.0007059108499915,0.0359067556108538,0.0006403993925631,0.0815467748871834,-0.002743047,-0.001701689,-0.375018027,-0.375018027,-0.042676981,0.332341046,0
3.932221267,0.04242472049764,-0.630541669,-0.025307465,-2.122479135,-0.026560808,1.5155353055956795,-0.103051862,0.0428705066757138,0.0026028222761422,0.0361991620407274,-8.84e-05,0.0817409030701641,-0.002558418,-0.000723695,-0.367500045,-0.367500045,0.000881075958482,0.368381120958482,0
3.936446302,0.0425941458288811,-0.630536328,-0.025184579,-2.122477933,-0.026238515,1.5155242573398915,-0.103043701,0.0437473492193733,0.0011497944511053,0.0321528147152542,-0.000248871,0.0798785113811544,-0.002899795,0.0018126924752425,-0.360515244,-0.360515244,-0.018259961,0.342255283,0
3.940576069,0.0428151382451978,-0.630530996,-0.025056475,-2.122474904,-0.025835711,1.5155130001246733,-0.103043844,0.0460625627078992,0.000125819965332,0.0269988055934241,0.0019016868813079,0.0805257356620131,-0.002252936,0.0023520077065938,-0.354861567,-0.354861567,-0.077831407,0.27703015999999997,0
3.944707025,0.0429902672616799,-0.630524486,-0.024975781,-2.122477345,-0.025540388,1.5155046730022383,-0.103050199,0.0446404693084931,0.001074657220013,0.0226593277156017,0.0002089988845746,0.0752702879809279,-0.002497668,-0.001524552,-0.349480231,-0.349480231,-0.085794761,0.26368547,0
3.948912223,0.0431588266486948,-0.630517713,-0.024901786,-2.122477706,-0.025253415,1.5154956533336847,-0.103053377,0.0420604528402459,-1.64e-06,0.0196246653066163,9.529826344166556e-05,0.0725763329644164,-0.002439268,-0.001500369,-0.344794889,-0.344794889,-0.115213131,0.229581758,0
3.953431158,0.0433223823298133,-0.630515605,-0.024814708,-2.122469818,-0.024993649,1.515480280274796,-0.10304761,0.0413699955914588,2.8462645823829595e-05,0.0217124368581753,0.0009850920445624,0.0660989437205429,-0.003914261,0.0002527531089547,-0.340572319,-0.340572319,-0.133666382,0.206905937,0
3.957655284,0.0435111738502709,-0.630516754,-0.024685729,-2.122469457,-0.024689602,1.515467439314602,-0.103047925,0.0374163552302813,-0.000880825,0.0261966968206031,0.0005940336167477,0.0603695429688258,-0.002754692,-0.000689838,-0.335664803,-0.335664803,-0.095196558,0.24046824500000002,0
3.961924529,0.0436728005370558,-0.630519074,-0.024559514,-2.12246084,-0.024464714,1.51545151893451,-0.103051388,0.03927611210219,-0.001251601,0.0306410853569732,0.0019239285808931,0.055275752516798,-0.004171424,-0.001443762,-0.331254613,-0.331254613,-0.115155294,0.21609931899999996,0
3.966078603,0.0438408665191937,-0.630519104,-0.024410846,-2.122463861,-0.024280276,1.515443841856195,-0.103047792,0.0408184314886576,-0.000896495,0.035866016444236,0.0003219268699856,0.0485367781479061,-0.003075042,-0.000119412,-0.325669149,-0.325669149,-0.051981379,0.27368777,0
3.970416643,0.0440115113547787,-0.630513637,-0.024244843,-2.122461733,-0.024113231,1.5154279957145584,-0.103047926,0.0423625542845825,0.0013804546705526,0.0409096110912427,-0.000314573,0.0421902709433076,-0.002968304,0.0003812898563297,-0.319258467,-0.319258467,-0.005135051,0.314123416,0
3.974868389,0.044236412951385,-0.630513611,-0.024046392,-2.122458704,-0.023929611,1.5154084797979308,-0.103043104,0.0437408879355821,0.0010090419724297,0.0403791533245973,0.0004435324309994,0.0372433647093032,-0.004194273,0.0006734369012675,-0.313597586,-0.313597586,-0.036214438,0.27738314799999997,0
3.979148739,0.0444295256370051,-0.630515245,-0.023897426,-2.122456383,-0.023805286,1.5153845942617803,-0.103043861,0.0470100435889776,8.685377663754775e-05,0.0373992796024362,-0.000303336,0.0321338013267104,-0.005207431,0.0016295012718007,-0.308343013,-0.308343013,-0.050868916,0.257474097,0
3.983366649,0.0446276191775835,-0.630520667,-0.02378146,-2.122452415,-0.023705029,1.515358326504756,-0.103051822,0.048764228796971,-0.000316663,0.0313859689326179,0.0008165100435867,0.0258719400272362,-0.007220996,-0.001019673,-0.304160438,-0.304160438,-0.099214272,0.20494616599999999,0
3.987709579,0.0448739541337613,-0.6305211,-0.023669385,-2.122447622,-0.023604851,1.5153239517031567,-0.10304761,0.0484493329724188,-0.000343775,0.0234636754987632,0.0019624923014128,0.0183880186224816,-0.008011909,-0.000366896,-0.301650313,-0.301650313,-0.178654203,0.12299610999999999,0
3.992060192,0.0450699301312339,-0.630523872,-0.02360588,-2.122444218,-0.023549543,1.515286157149292,-0.103046895,0.0489734084561914,-0.00038806,0.0196340701888009,0.0005437526561846,0.0138649970813517,-0.010006509,-0.001352958,-0.300161954,-0.300161954,-0.227232381,0.072929573,0
